RCDTS,Type,District,City,County,District Type,District Size,Total School Tax Rate per $100 2016-17,Total Expenditures 2016-17,Education Fund 2016-17 - Dollars,General Admin 2016-17 - Dollars,Local Property Taxes 2016-17 - Dollars,General State Aid 2016-17 - Dollars,Federal Funding 2016-17 - Dollars
190220040020000,District,Addison SD 4,Addison,Dupage,ELEMENTARY,LARGE,3.02,45377546.0,34823296.0,1164262.0,31792958.0,8749565.0,4872604.0
190220070020000,District,Wood Dale SD 7,Wood Dale,Dupage,ELEMENTARY,MEDIUM,2.52,14937598.0,12104603.0,501586.0,12548925.0,1213369.0,978204.0
190220100020000,District,Itasca SD 10,Itasca,Dupage,ELEMENTARY,MEDIUM,2.5,12186894.0,9465513.0,553562.0,11995068.0,289602.0,323619.0
190220110020000,District,Medinah SD 11,Roselle,Dupage,ELEMENTARY,MEDIUM,3.03,9740391.0,7293908.0,532116.0,9030300.0,510172.0,390635.0
190220120020000,District,Roselle SD 12,Roselle,Dupage,ELEMENTARY,MEDIUM,3.23,9340272.0,7567343.0,301774.0,7717763.0,355220.0,389932.0
190220130020000,District,Bloomingdale SD 13,Bloomingdale,Dupage,ELEMENTARY,MEDIUM,3.36,17774916.0,13741171.0,781845.0,16675343.0,544696.0,507063.0
190220150020000,District,Marquardt SD 15,Glendale Heights,Dupage,ELEMENTARY,LARGE,6.51,78631949.0,36479201.0,1115813.0,32030760.0,8794509.0,3305595.0
190220160020000,District,Queen Bee SD 16,Glendale Heights,Dupage,ELEMENTARY,LARGE,6.54,29289705.0,21556581.0,1706223.0,19597341.0,5637664.0,1714086.0
190220200020000,District,Keeneyville SD 20,Hanover Park,Dupage,ELEMENTARY,MEDIUM,4.37,21133588.0,13699991.0,679791.0,15069593.0,1783174.0,1205640.0
190220250020000,District,Benjamin SD 25,West Chicago,Dupage,ELEMENTARY,MEDIUM,5.15,11968533.0,8946735.0,598645.0,10902068.0,304110.0,155586.0
190220330020000,District,West Chicago ESD 33,West Chicago,Dupage,ELEMENTARY,LARGE,5.52,62303597.0,48821377.0,1092921.0,36373267.0,16343604.0,7554051.0
190220340020000,District,Winfield SD 34,Winfield,Dupage,ELEMENTARY,MEDIUM,4.26,5805221.0,4054022.0,473214.0,5359633.0,133936.0,159200.0
190220410020000,District,Glen Ellyn SD 41,Glen Ellyn,Dupage,ELEMENTARY,LARGE,3.76,49494047.0,39910353.0,1297745.0,47283587.0,1516878.0,1351029.0
190220440020000,District,Lombard SD 44,Lombard,Dupage,ELEMENTARY,LARGE,4.3,53914049.0,42528022.0,1687989.0,45237563.0,2058458.0,1621052.0
190220450020000,District,SD 45 DuPage County,Villa Park,Dupage,ELEMENTARY,LARGE,4.0,49752180.0,35869827.0,1991950.0,36223216.0,3843271.0,2867848.0
190220480020000,District,Salt Creek SD 48,Villa Park,Dupage,ELEMENTARY,MEDIUM,1.48,10631487.0,7105694.0,1125859.0,9405680.0,339666.0,399737.0
190220530020000,District,Butler SD 53,Oak Brook,Dupage,ELEMENTARY,MEDIUM,1.24,13336832.0,8350138.0,755932.0,10362793.0,119540.0,152502.0
190220580020000,District,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,2.22,65957816.0,53945749.0,1342589.0,55127223.0,1400593.0,2170341.0
190220600020000,District,Maercker SD 60,Westmont,Dupage,ELEMENTARY,MEDIUM,3.27,21889999.0,16417183.0,718437.0,18278059.0,925923.0,897502.0
190220610020000,District,Darien SD 61,Darien,Dupage,ELEMENTARY,MEDIUM,3.39,19061517.0,15189797.0,852307.0,14941992.0,1205232.0,651062.0
190220620020000,District,Gower SD 62,Willowbrook,Dupage,ELEMENTARY,MEDIUM,1.93,15040449.0,11616683.0,729974.0,13438950.0,284747.0,154358.0
190220630020000,District,Cass SD 63,Darien,Dupage,ELEMENTARY,MEDIUM,2.94,11929852.0,9356599.0,823915.0,9253349.0,306105.0,729318.0
190220660020000,District,Center Cass SD 66,Downers Grove,Dupage,ELEMENTARY,MEDIUM,2.38,13825694.0,11251929.0,498205.0,11304246.0,296185.0,494324.0
190220680020000,District,Woodridge SD 68,Woodridge,Dupage,ELEMENTARY,LARGE,4.82,42225146.0,34202199.0,1699241.0,36482576.0,2936078.0,1930606.0
190220860170000,District,Hinsdale Twp HSD 86,Hinsdale,Dupage,HIGH SCHOOL,LARGE,1.56,93807999.0,75385287.0,3443655.0,79476882.0,1260475.0,1157080.0
190220870170000,District,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,2.52,158167094.0,115060015.0,1909532.0,126297962.0,4801072.0,3634200.0
190220880160000,District,DuPage HSD 88,Addison,Dupage,HIGH SCHOOL,LARGE,2.55,147245113.0,52922944.0,1199424.0,65030070.0,4121500.0,2594611.0
190220890040000,District,CCSD 89,Glen Ellyn,Dupage,ELEMENTARY,LARGE,3.5,30520109.0,23506795.0,697525.0,26056187.0,863578.0,655078.0
190220930040000,District,CCSD 93,Bloomingdale,Dupage,ELEMENTARY,LARGE,5.1,70510707.0,52945629.0,950516.0,55008422.0,2389439.0,2154041.0
190220940160000,District,CHSD 94,West Chicago,Dupage,HIGH SCHOOL,MEDIUM,2.63,36503277.0,23247398.0,1007509.0,26895526.0,1905462.0,1022258.0
190220990160000,District,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,LARGE,2.07,98394623.0,70034222.0,1101823.0,82568090.0,2321318.0,2427313.0
190221000160000,District,Fenton CHSD 100,Bensenville,Dupage,HIGH SCHOOL,MEDIUM,2.29,31395449.0,24806400.0,1081611.0,25895516.0,1393070.0,1042683.0
190221080160000,District,Lake Park CHSD 108,Roselle,Dupage,HIGH SCHOOL,MEDIUM,2.62,56796323.0,36666773.0,1239440.0,48147251.0,1375722.0,972392.0
190221800040000,District,CCSD 180,Burr Ridge,Dupage,ELEMENTARY,MEDIUM,2.89,12240811.0,9367643.0,496077.0,8163560.0,1526182.0,1664681.0
190221810040000,District,Hinsdale CCSD 181,Clarendon Hills,Dupage,ELEMENTARY,LARGE,2.74,72913089.0,52501947.0,2337106.0,64302071.0,855744.0,807624.0
190222000260000,District,CUSD 200,Wheaton,Dupage,UNIT,LARGE,5.31,185297999.0,138117766.0,2030041.0,152011879.0,6857783.0,8503582.0
190222010260000,District,CUSD 201,Westmont,Dupage,UNIT,MEDIUM,5.06,33785362.0,21298524.0,955840.0,23030486.0,778300.0,861377.0
190222020260000,District,Lisle CUSD 202,Lisle,Dupage,UNIT,MEDIUM,5.28,32710690.0,25901727.0,1151190.0,29642987.0,667467.0,1103569.0
190222030260000,District,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,5.35,263674967.0,204830278.0,5340104.0,236550824.0,6760453.0,7237525.0
190222040260000,District,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,5.85,352202990.0,268594556.0,3862827.0,282617990.0,27665730.0,11272592.0
190222050260000,District,Elmhurst SD 205,Elmhurst,Dupage,UNIT,LARGE,5.06,149758980.0,96469197.0,1076660.0,114200575.0,3394319.0,3498552.0
200240010260000,District,Edwards County CUSD 1,Albion,Edwards,UNIT,MEDIUM,4.05,7925562.0,6037624.0,312668.0,2766278.0,3581754.0,477290.0
200300070260000,District,Gallatin CUSD 7,Junction,Gallatin,UNIT,MEDIUM,4.52,6952932.0,5486550.0,416012.0,3342502.0,2877335.0,634640.0
200330100260000,District,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,UNIT,MEDIUM,4.0,11456669.0,8710904.0,621463.0,3954986.0,5073174.0,851244.0
200350010260000,District,Hardin County CUSD 1,Elizabethtown,Hardin,UNIT,MEDIUM,3.08,4815932.0,3627145.0,199175.0,1205609.0,2663374.0,750613.0
200760010260000,District,Pope Co CUD 1,Golconda,Pope,UNIT,MEDIUM,3.15,4645419.0,3639443.0,330562.0,1579007.0,1911897.0,394560.0
200830010260000,District,Galatia CUSD 1,Galatia,Saline,UNIT,SMALL,4.57,4374423.0,3035846.0,230073.0,2199452.0,1319057.0,290549.0
200830020260000,District,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,UNIT,SMALL,4.57,4169109.0,3333889.0,221199.0,939812.0,2298261.0,360603.0
200830030260000,District,Harrisburg CUSD 3,Harrisburg,Saline,UNIT,LARGE,4.58,28671063.0,15584855.0,705083.0,6158884.0,9392111.0,2417511.0
200830040260000,District,Eldorado CUSD 4,Eldorado,Saline,UNIT,MEDIUM,4.37,10894541.0,8771960.0,537291.0,3328870.0,5631527.0,942753.0
200930170240000,District,Allendale CCSD 17,Allendale,Wabash,UNIT,SMALL,4.0,1480866.0,1202122.0,62607.0,520035.0,656342.0,125839.0
200933480260000,District,Wabash CUSD 348,Mount Carmel,Wabash,UNIT,MEDIUM,3.96,14946373.0,10418848.0,748771.0,5643353.0,4981009.0,887406.0
200960060040000,District,New Hope CCSD 6,Fairfield,Wayne,ELEMENTARY,SMALL,2.68,1548237.0,1199357.0,161518.0,494157.0,793626.0,124885.0
200960140040000,District,Geff CCSD 14,Geff,Wayne,ELEMENTARY,SMALL,3.07,1004746.0,835082.0,92017.0,197347.0,641128.0,73980.0
200960170040000,District,Jasper CCSD 17,Fairfield,Wayne,ELEMENTARY,SMALL,3.47,1681910.0,1311987.0,173952.0,397703.0,870453.0,166021.0
200961000260000,District,Wayne City CUSD 100,Wayne City,Wayne,UNIT,MEDIUM,5.35,19250825.0,3645013.0,416147.0,2299286.0,2130834.0,606760.0
200961120040000,District,Fairfield PSD 112,Fairfield,Wayne,ELEMENTARY,MEDIUM,2.89,6288422.0,4964035.0,415212.0,1772828.0,2864173.0,663161.0
200962000260000,District,North Wayne CUSD 200,Cisne,Wayne,UNIT,SMALL,5.49,4239832.0,3311535.0,179354.0,1869047.0,1646754.0,274582.0
200962250160000,District,Fairfield Comm H S Dist 225,Fairfield,Wayne,HIGH SCHOOL,SMALL,2.31,5070438.0,3386023.0,366092.0,2270869.0,1806379.0,182447.0
200970010260000,District,Grayville CUSD 1,Grayville,White,UNIT,SMALL,5.89,3041527.0,2316661.0,225710.0,1225995.0,1386201.0,289654.0
200970030260000,District,Norris City-Omaha-Enfield CUSD 3,Norris City,White,UNIT,MEDIUM,3.48,6318104.0,4948675.0,299551.0,1930789.0,3006118.0,422851.0
200970050260000,District,Carmi-White County CUSD 5,Carmi,White,UNIT,MEDIUM,4.29,12855343.0,9790203.0,805498.0,5974676.0,4380329.0,1352352.0
210280470040000,District,Benton CCSD 47,Benton,Franklin,ELEMENTARY,MEDIUM,2.64,12552782.0,8109230.0,613487.0,2789756.0,5084070.0,1280397.0
210280910040000,District,Akin CCSD 91,Akin,Franklin,ELEMENTARY,SMALL,2.77,1221846.0,942128.0,96877.0,1308423.0,189977.0,106639.0
210280990260000,District,Christopher USD 99,Christopher,Franklin,UNIT,MEDIUM,4.29,7802236.0,6520442.0,263817.0,1381014.0,4452401.0,1143146.0
210281030130000,District,Benton Cons HSD 103,Benton,Franklin,HIGH SCHOOL,SMALL,2.35,7161724.0,5674389.0,297836.0,4059004.0,2423338.0,597589.0
210281150040000,District,Ewing Northern CCSD 115,Ewing,Franklin,ELEMENTARY,SMALL,3.14,2092586.0,1583926.0,128611.0,694475.0,819570.0,225963.0
210281680260000,District,Frankfort CUSD 168,West Frankfort,Franklin,UNIT,LARGE,2.61,16917423.0,14796611.0,474916.0,2765186.0,9504869.0,2171390.0
210281740260000,District,Thompsonville CUSD 174,Thompsonville,Franklin,UNIT,SMALL,4.21,2851939.0,2198627.0,201412.0,849234.0,1471925.0,284790.0
210281880260000,District,Zeigler-Royalton CUSD 188,Zeigler,Franklin,UNIT,MEDIUM,3.38,7268289.0,5420679.0,393214.0,1131757.0,3618596.0,588629.0
210281960260000,District,Sesser-Valier CUSD 196,Sesser,Franklin,UNIT,MEDIUM,4.43,6272790.0,5042168.0,368702.0,1585547.0,3172494.0,557353.0
210440010260000,District,Goreville CUD 1,Goreville,Johnson,UNIT,MEDIUM,4.58,7511453.0,3964639.0,635161.0,2862445.0,1674905.0,270020.0
210440320030000,District,New Simpson Hill SD 32,Tunnel Hill,Johnson,ELEMENTARY,SMALL,2.95,2098177.0,1699184.0,149083.0,592894.0,1040254.0,190221.0
210440430030000,District,Buncombe Cons SD 43,Buncombe,Johnson,ELEMENTARY,SMALL,3.12,613018.0,506673.0,97778.0,245560.0,265117.0,83393.0
210440550020000,District,Vienna SD 55,Vienna,Johnson,ELEMENTARY,MEDIUM,3.06,3468383.0,2729318.0,281896.0,1118679.0,1731374.0,391687.0
210440640020000,District,Cypress SD 64,Cypress,Johnson,ELEMENTARY,SMALL,3.3,1193299.0,832009.0,150047.0,248898.0,574808.0,109839.0
210441330170000,District,Vienna HSD 133,Vienna,Johnson,HIGH SCHOOL,SMALL,2.47,4718182.0,2453811.0,287585.0,1849118.0,1345397.0,287786.0
210610010260000,District,Massac UD 1,Metropolis,Massac,UNIT,LARGE,4.57,25151495.0,16016680.0,792653.0,7334564.0,8896868.0,2533232.0
210610380260000,District,Joppa-Maple Grove UD 38,Joppa,Massac,UNIT,SMALL,6.06,3517925.0,2532730.0,256089.0,2645923.0,341692.0,412527.0
211000010260000,District,Johnston City CUSD 1,Johnston City,Williamson,UNIT,MEDIUM,4.64,10947822.0,8065112.0,440447.0,3683815.0,5094907.0,763985.0
211000020260000,District,Marion CUSD 2,Marion,Williamson,UNIT,LARGE,4.2,52196553.0,27514914.0,815345.0,22618567.0,9261232.0,2377610.0
211000030260000,District,Crab Orchard CUSD 3,Marion,Williamson,UNIT,MEDIUM,4.17,4181911.0,3203641.0,323742.0,1463684.0,1849421.0,367488.0
211000040260000,District,Herrin CUSD 4,Herrin,Williamson,UNIT,LARGE,3.5,23051086.0,18372887.0,732355.0,6395910.0,11112646.0,1764551.0
211000050260000,District,Carterville CUSD 5,Carterville,Williamson,UNIT,LARGE,3.89,29666885.0,13408358.0,1081478.0,7591378.0,7803223.0,1082738.0
240320010260000,District,Coal City CUSD 1,Coal City,Grundy,UNIT,LARGE,3.19,35020904.0,20541848.0,974016.0,26365320.0,723733.0,911115.0
240320540020000,District,Morris SD 54,Morris,Grundy,ELEMENTARY,MEDIUM,3.6,14627060.0,8314625.0,581472.0,7789932.0,2298594.0,864794.0
240320730170000,District,Gardner S Wilmington Twp HSD 73,Gardner,Grundy,HIGH SCHOOL,SMALL,2.79,3624874.0,2242734.0,291768.0,1604101.0,527878.0,60116.0
240320740030000,District,South Wilmington CCSD 74,South Wilmington,Grundy,ELEMENTARY,SMALL,3.77,1003056.0,765248.0,73392.0,710007.0,210268.0,35123.0
240320750020000,District,Braceville SD 75,Braceville,Grundy,ELEMENTARY,SMALL,3.32,1482777.0,1151565.0,100202.0,535246.0,716451.0,95944.0
240321010160000,District,Morris CHSD 101,Morris,Grundy,HIGH SCHOOL,MEDIUM,1.97,14860432.0,10244553.0,637372.0,8346705.0,1370340.0,303767.0
240321110160000,District,Minooka CHSD 111,Channahon,Grundy,HIGH SCHOOL,MEDIUM,2.85,39254360.0,24787227.0,1450927.0,31500785.0,4399257.0,288313.0
240322010040000,District,Minooka CCSD 201,Minooka,Grundy,ELEMENTARY,LARGE,3.32,43422866.0,29738053.0,1967568.0,25655043.0,9672853.0,1120247.0
240470180160000,District,Newark CHSD 18,Newark,Kendall,HIGH SCHOOL,SMALL,2.62,3526717.0,2467078.0,404693.0,2953678.0,87219.0,54785.0
240470660040000,District,Newark CCSD 66,Newark,Kendall,ELEMENTARY,SMALL,2.44,2466744.0,1794382.0,222321.0,2142604.0,117412.0,100630.0
240470880260000,District,Plano CUSD 88,Plano,Kendall,UNIT,LARGE,9.64,29291622.0,19947421.0,1340688.0,17536407.0,8926343.0,1241310.0
240470900040000,District,Lisbon CCSD 90,Newark,Kendall,ELEMENTARY,SMALL,2.9,1198122.0,868198.0,151622.0,938242.0,67690.0,68436.0
240471150260000,District,Yorkville CUSD 115,Yorkville,Kendall,UNIT,LARGE,7.87,79148181.0,53609022.0,2126339.0,59412296.0,12021174.0,1936719.0
240473080260000,District,CUSD 308,Oswego,Kendall,UNIT,LARGE,7.32,226721696.0,159217379.0,4325774.0,126176143.0,56199260.0,7833811.0
260290010260000,District,Astoria CUSD 1,Astoria,Fulton,UNIT,SMALL,6.74,3509540.0,2582247.0,353800.0,1359886.0,1553622.0,223948.0
260290020260000,District,V I T CUSD 2,Table Grove,Fulton,UNIT,SMALL,5.85,4244310.0,3091319.0,325571.0,2550704.0,588050.0,242158.0
260290030260000,District,CUSD 3 Fulton County,Cuba,Fulton,UNIT,SMALL,5.78,5235254.0,3639735.0,369119.0,2797138.0,1517614.0,294923.0
260290040260000,District,Spoon River Valley CUSD 4,London Mills,Fulton,UNIT,SMALL,5.6,4285363.0,2902536.0,455404.0,2762273.0,572533.0,167377.0
260290660250000,District,Canton Union SD 66,Canton,Fulton,UNIT,LARGE,3.89,25367952.0,18131077.0,1633538.0,11935653.0,6858686.0,1930899.0
260290970260000,District,Lewistown CUSD 97,Lewistown,Fulton,UNIT,MEDIUM,5.15,6313947.0,4692286.0,310852.0,3260232.0,2306420.0,392549.0
260343070160000,District,Illini West H S Dist 307,Carthage,Hancock,HIGH SCHOOL,SMALL,2.03,4553333.0,2659098.0,432814.0,2733364.0,995513.0,136487.0
260343160260000,District,Warsaw CUSD 316,Warsaw,Hancock,UNIT,SMALL,5.32,4409766.0,3257727.0,251002.0,1809083.0,1399391.0,346693.0
260343170040000,District,Carthage ESD 317,Carthage,Hancock,ELEMENTARY,MEDIUM,2.86,4010952.0,2873956.0,316450.0,2178234.0,880801.0,236981.0
260343250260000,District,Nauvoo-Colusa CUSD 325,Nauvoo,Hancock,UNIT,SMALL,4.58,3451232.0,2337769.0,360554.0,2779256.0,225207.0,164423.0
260343270040000,District,Dallas ESD 327,Dallas City,Hancock,ELEMENTARY,SMALL,4.2,2212929.0,1723071.0,163536.0,942716.0,810685.0,210778.0
260343280240000,District,Hamilton CCSD 328,Hamilton,Hancock,UNIT,MEDIUM,4.44,5158011.0,4135822.0,345027.0,3134830.0,1364264.0,358756.0
260343370260000,District,Southeastern CUSD 337,Augusta,Hancock,UNIT,SMALL,4.36,5608521.0,4179741.0,579043.0,2600369.0,1728364.0,501329.0
260343470040000,District,La Harpe CSD 347,La Harpe,Hancock,ELEMENTARY,SMALL,3.82,3228250.0,2197064.0,326646.0,1648888.0,388685.0,173689.0
260621030260000,District,West Prairie CUSD 103,Colchester,McDonough,UNIT,MEDIUM,5.05,6873269.0,5339777.0,451678.0,4727807.0,1145253.0,593857.0
260621700260000,District,Bushnell Prairie City CUSD 170,Bushnell,McDonough,UNIT,MEDIUM,5.14,7071541.0,5173036.0,596543.0,3127916.0,2989020.0,589989.0
260621850260000,District,Macomb CUSD 185,Macomb,McDonough,UNIT,LARGE,5.65,22646601.0,16405170.0,943745.0,14873178.0,4654917.0,1320094.0
260850050260000,District,Schuyler-Industry CUSD 5,Rushville,Schuyler,UNIT,MEDIUM,4.71,11475867.0,7719038.0,1072987.0,5812466.0,3141493.0,739079.0
280060170040000,District,Ohio CCSD 17,Ohio,Bureau,ELEMENTARY,SMALL,3.28,1418631.0,1093891.0,191300.0,1125803.0,92575.0,93602.0
280060840040000,District,Malden CCSD 84,Malden,Bureau,ELEMENTARY,SMALL,3.88,1124176.0,839516.0,138106.0,673902.0,85366.0,76365.0
280060940040000,District,Ladd CCSD 94,Ladd,Bureau,ELEMENTARY,SMALL,3.09,2282008.0,1557672.0,206053.0,1187525.0,404662.0,125839.0
280060980020000,District,Dalzell SD 98,Dalzell,Bureau,ELEMENTARY,SMALL,3.43,682874.0,474158.0,84803.0,212623.0,236272.0,54428.0
280060990040000,District,Spring Valley CCSD 99,Spring Valley,Bureau,ELEMENTARY,MEDIUM,3.11,6746609.0,5063163.0,484903.0,2098749.0,3137218.0,440383.0
280061030220000,District,DePue USD 103,DePue,Bureau,UNIT,SMALL,7.41,4145113.0,3449395.0,272615.0,614464.0,2482277.0,421211.0
280061150020000,District,Princeton ESD 115,Princeton,Bureau,ELEMENTARY,MEDIUM,3.17,12232612.0,8066636.0,1052411.0,7814292.0,1257438.0,978693.0
280063030260000,District,La Moille CUSD 303,La Moille,Bureau,UNIT,SMALL,5.62,4260577.0,3044421.0,319699.0,2380475.0,417491.0,210130.0
280063400260000,District,Bureau Valley CUSD 340,Manlius,Bureau,UNIT,MEDIUM,5.93,13171451.0,8186609.0,1260718.0,8121207.0,2440389.0,730198.0
280065000150000,District,Princeton HSD 500,Princeton,Bureau,HIGH SCHOOL,SMALL,2.1,11437215.0,4716575.0,863998.0,5543285.0,310431.0,242760.0
280065020170000,District,Hall HSD 502,Spring Valley,Bureau,HIGH SCHOOL,SMALL,4.57,7325998.0,3669668.0,549988.0,5431468.0,1109400.0,213634.0
280065050160000,District,Ohio CHSD 505,Ohio,Bureau,HIGH SCHOOL,SMALL,2.99,1010063.0,702045.0,172475.0,1042477.0,24893.0,33685.0
280371900020000,District,Colona SD 190,Colona,Henry,ELEMENTARY,MEDIUM,3.92,4411292.0,3143866.0,345957.0,1629935.0,1746380.0,476588.0
280372230260000,District,Orion CUSD 223,Orion,Henry,UNIT,MEDIUM,4.86,10397517.0,7462713.0,579196.0,7009517.0,1875549.0,419206.0
280372240260000,District,Galva CUSD 224,Galva,Henry,UNIT,MEDIUM,4.76,6316011.0,4148188.0,729753.0,4181260.0,1010685.0,369251.0
280372250260000,District,AlWood CUSD 225,Woodhull,Henry,UNIT,SMALL,5.53,5107560.0,3646106.0,368472.0,3786878.0,367863.0,280467.0
280372260260000,District,Annawan CUSD 226,Annawan,Henry,UNIT,SMALL,5.56,4468799.0,3062308.0,439844.0,2966014.0,736909.0,130241.0
280372270260000,District,Cambridge CUSD 227,Cambridge,Henry,UNIT,SMALL,5.19,5256587.0,3855673.0,452991.0,3086739.0,1060190.0,379298.0
280372280260000,District,Geneseo CUSD 228,Geneseo,Henry,UNIT,LARGE,4.19,42935096.0,16946928.0,888979.0,15210164.0,4424049.0,762937.0
280372290260000,District,Kewanee CUSD 229,Kewanee,Henry,UNIT,LARGE,4.6,19221452.0,14424172.0,901134.0,3882039.0,9953785.0,2074414.0
280372300260000,District,Wethersfield CUSD 230,Kewanee,Henry,UNIT,MEDIUM,4.48,6151028.0,4573280.0,394146.0,2549352.0,1985269.0,408480.0
280880010260000,District,Bradford CUSD 1,Bradford,Stark,UNIT,SMALL,4.5,2906469.0,2043892.0,265468.0,2676284.0,200192.0,124345.0
280881000260000,District,Stark County CUSD 100,Wyoming,Stark,UNIT,MEDIUM,5.33,8676448.0,6363403.0,417848.0,5690898.0,1223634.0,381497.0
300020010220000,District,Cairo USD 1,Cairo,Alexander,UNIT,SMALL,6.41,6550292.0,5110362.0,516780.0,1322179.0,3301095.0,1090726.0
300020050260000,District,Egyptian CUSD 5,Tamms,Alexander,UNIT,SMALL,3.19,4989841.0,4244987.0,427204.0,723704.0,2712298.0,940010.0
300390860030000,District,DeSoto Cons SD 86,De Soto,Jackson,ELEMENTARY,SMALL,4.88,2247805.0,1608375.0,400241.0,1133560.0,841568.0,223029.0
300390950020000,District,Carbondale ESD 95,Carbondale,Jackson,ELEMENTARY,MEDIUM,3.88,20678477.0,16038893.0,1084597.0,13606951.0,2651001.0,2338972.0
300391300040000,District,Giant City CCSD 130,Carbondale,Jackson,ELEMENTARY,SMALL,3.23,3416107.0,1636842.0,143020.0,1307648.0,533672.0,162237.0
300391400040000,District,Unity Point CCSD 140,Carbondale,Jackson,ELEMENTARY,MEDIUM,2.67,6461715.0,5177379.0,506356.0,1949307.0,2112515.0,693426.0
300391650160000,District,Carbondale CHSD 165,Carbondale,Jackson,HIGH SCHOOL,MEDIUM,2.42,16376497.0,11317910.0,757159.0,12128382.0,1163875.0,1080555.0
300391760260000,District,Trico CUSD 176,Campbell Hill,Jackson,UNIT,MEDIUM,4.01,8788882.0,6535399.0,487063.0,4301349.0,2602869.0,663284.0
300391860260000,District,Murphysboro CUSD 186,Murphysboro,Jackson,UNIT,LARGE,4.64,24694346.0,20509906.0,814052.0,7657669.0,8841183.0,2336745.0
300391960260000,District,Elverado CUSD 196,Elkville,Jackson,UNIT,SMALL,4.22,4363455.0,3320414.0,301230.0,1134374.0,2409260.0,398016.0
300730050020000,District,Tamaroa School Dist 5,Tamaroa,Perry,ELEMENTARY,SMALL,3.47,1445077.0,864941.0,146531.0,281748.0,613650.0,153781.0
300730500020000,District,Pinckneyville SD 50,Pinckneyville,Perry,ELEMENTARY,MEDIUM,2.11,4812284.0,3536061.0,386605.0,1574010.0,1967594.0,431823.0
300731010160000,District,Pinckneyville CHSD 101,Pinckneyville,Perry,HIGH SCHOOL,SMALL,2.37,4656210.0,3086512.0,432130.0,2758503.0,1278597.0,240735.0
300732040040000,District,CCSD 204,Pinckneyville,Perry,ELEMENTARY,SMALL,3.11,1393278.0,948826.0,223534.0,1140438.0,148482.0,102494.0
300733000260000,District,Du Quoin CUSD 300,Du Quoin,Perry,UNIT,MEDIUM,5.67,14778586.0,10408086.0,1432243.0,4894225.0,6623207.0,1640257.0
300771000260000,District,Century CUSD 100,Ullin,Pulaski,UNIT,SMALL,5.1,3936826.0,2781692.0,206880.0,1004981.0,2012672.0,437236.0
300771010260000,District,Meridian CUSD 101,Mounds,Pulaski,UNIT,SMALL,4.44,11573545.0,6809233.0,492685.0,1135217.0,3627929.0,3616996.0
300910160040000,District,Lick Creek CCSD 16,Buncombe,Union,ELEMENTARY,SMALL,1.85,982532.0,835143.0,114406.0,322924.0,382481.0,103502.0
300910170220000,District,Cobden SUD 17,Cobden,Union,UNIT,MEDIUM,3.48,5479622.0,4264729.0,290559.0,1328902.0,2962437.0,459626.0
300910370040000,District,Anna CCSD 37,Anna,Union,ELEMENTARY,MEDIUM,2.3,6073077.0,4873682.0,262268.0,2011805.0,2778101.0,613615.0
300910430040000,District,County of Union Sch Dist No43,Jonesboro,Union,ELEMENTARY,MEDIUM,3.03,4190490.0,3010614.0,284365.0,870583.0,2128713.0,461249.0
300910660220000,District,Dongola USD 66,Dongola,Union,UNIT,SMALL,4.52,2927753.0,2099317.0,189894.0,774535.0,1352229.0,259114.0
300910810160000,District,Anna Jonesboro CHSD 81,Anna,Union,HIGH SCHOOL,SMALL,2.07,6113823.0,3883220.0,468374.0,2768319.0,1833286.0,422233.0
300910840260000,District,Shawnee CUSD 84,Wolf Lake,Union,UNIT,SMALL,4.48,5237989.0,2886420.0,468302.0,3078199.0,725515.0,415386.0
310450460220000,District,SD U-46,Elgin,Kane,UNIT,LARGE,7.12,499043060.0,369539541.0,14084604.0,305314603.0,120158178.0,38327985.0
310451010220000,District,Batavia USD 101,Batavia,Kane,UNIT,LARGE,6.4,86691854.0,62900203.0,987403.0,73507435.0,3098194.0,2794824.0
310451290220000,District,Aurora West USD 129,Aurora,Kane,UNIT,LARGE,6.59,200295892.0,123183898.0,2034051.0,90994595.0,41221620.0,15740500.0
310451310220000,District,Aurora East USD 131,Aurora,Kane,UNIT,LARGE,6.73,248426886.0,140588982.0,4666362.0,42096118.0,100477282.0,22145688.0
310453000260000,District,CUSD 300,Algonquin,Kane,UNIT,LARGE,6.54,264150869.0,192873397.0,2742638.0,186400925.0,41684989.0,16550130.0
310453010260000,District,Central CUSD 301,Burlington,Kane,UNIT,LARGE,7.66,65970636.0,37231456.0,1621225.0,46989878.0,5664619.0,831374.0
310453020260000,District,Kaneland CUSD 302,Maple Park,Kane,UNIT,LARGE,7.47,70592655.0,46790310.0,827184.0,53527407.0,5329933.0,1678448.0
310453030260000,District,St Charles CUSD 303,St Charles,Kane,UNIT,LARGE,6.12,189350218.0,129963669.0,3287581.0,165695490.0,5554859.0,4451560.0
