RCDTS,Type,District,School Type,City,County,District Type,District Size,Student Enrollment - Total,Student Enrollment - Low Income %,Avg Class Size – All Grades,Teacher Retention Rate,# of 12 graders who took advanced Courses,Avg Number of days of Physical Education Per Week Per Student,Community College Remediation %,Avg Class Size - High School,Chronic Absenteeism,Number of students who took AP Exams Grade 10,Number of students who passed AP Exams Grade 12,Chronic Absenteeism - Low Income,Low Income Count
150162990250857,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1192.0,81.7,27.0,83.1,255.0,3.0,50.0,27.0,25.7,100.0,215.0,27.2,973.864
150162990250859,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1195.0,94.2,25.0,88.0,172.0,5.0,59.0,25.0,19.8,138.0,282.0,19.6,1125.69
150162990250860,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,648.0,84.4,24.0,92.6,91.0,0.0,80.0,24.0,31.4,,,33.2,546.912
150162990250861,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,903.0,88.7,21.0,78.7,57.0,3.0,48.1,21.0,36.5,70.0,11.0,38.2,800.961
150162990250862,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,281.0,98.6,,,,0.0,71.4,,100.0,,,100.0,277.066
150162990250863,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,328.0,90.5,15.0,,,5.0,,15.0,31.8,38.0,,34.4,296.84000000000003
160194240260001,School,Genoa Kingston CUSD 424,HIGH SCHOOL,Genoa,Dekalb,UNIT,MEDIUM,588.0,32.0,22.0,92.1,74.0,2.0,52.5,22.0,18.7,,,24.4,188.16
160194250260001,School,Indian Creek CUSD 425,HIGH SCHOOL,Shabbona,Dekalb,UNIT,MEDIUM,211.0,29.4,18.0,88.1,35.0,3.0,51.9,18.0,14.4,,,23.1,62.034
160194260260003,School,Hiawatha CUSD 426,HIGH SCHOOL,Kirkland,Dekalb,UNIT,MEDIUM,167.0,38.9,15.0,63.6,,5.0,57.1,15.0,23.7,,,28.6,64.96300000000001
160194270260001,School,Sycamore CUSD 427,HIGH SCHOOL,Sycamore,Dekalb,UNIT,LARGE,1221.0,20.1,23.0,92.2,127.0,5.0,35.2,23.0,13.1,,71.0,24.5,245.42100000000002
160194280260011,School,DeKalb CUSD 428,HIGH SCHOOL,Dekalb,Dekalb,UNIT,LARGE,1840.0,49.0,19.0,89.0,186.0,5.0,43.0,19.0,30.0,49.0,95.0,43.2,901.6
160194290260003,School,Hinckley Big Rock CUSD 429,HIGH SCHOOL,Hinckley,Dekalb,UNIT,MEDIUM,202.0,,14.0,91.5,21.0,5.0,28.6,14.0,8.5,,,12.2,
160194300260001,School,Sandwich CUSD 430,HIGH SCHOOL,Sandwich,Dekalb,UNIT,LARGE,689.0,34.3,19.0,91.8,44.0,5.0,34.0,19.0,15.1,,39.0,17.1,236.32699999999997
160194320260003,School,Somonauk CUSD 432,HIGH SCHOOL,Somonauk,Dekalb,UNIT,MEDIUM,270.0,21.5,19.0,91.3,31.0,5.0,8.3,19.0,4.6,,12.0,10.2,58.05
170200150260001,School,Clinton CUSD 15,HIGH SCHOOL,Clinton,Dewitt,UNIT,LARGE,581.0,39.6,14.0,92.2,44.0,5.0,44.8,14.0,2.8,,,6.1,230.07600000000002
170200180260001,School,Blue Ridge CUSD 18,HIGH SCHOOL,Farmer City,Dewitt,UNIT,MEDIUM,228.0,47.8,14.0,91.2,,5.0,58.3,14.0,22.9,,,40.0,108.984
170530050260001,School,Woodland CUSD 5,HIGH SCHOOL,Streator,Livingston,UNIT,MEDIUM,152.0,12.5,13.0,78.9,,5.0,25.0,13.0,15.6,,,15.6,19.0
170530080260001,School,Prairie Central CUSD 8,HIGH SCHOOL,Fairbury,Livingston,UNIT,LARGE,564.0,35.1,19.0,85.0,33.0,3.0,42.6,19.0,13.8,,22.0,24.2,197.96400000000003
170530740270001,School,Flanagan-Cornell Dist 74,HIGH SCHOOL,Flanagan,Livingston,UNIT,SMALL,151.0,41.7,14.0,74.3,16.0,4.0,70.0,14.0,13.8,,,22.0,62.967000000000006
170530900170001,School,Pontiac Twp HSD 90,HIGH SCHOOL,Pontiac,Livingston,HIGH SCHOOL,MEDIUM,647.0,41.1,18.0,91.9,38.0,5.0,70.6,18.0,14.9,14.0,17.0,25.2,265.91700000000003
170532300170001,School,Dwight Twp HSD 230,HIGH SCHOOL,Dwight,Livingston,HIGH SCHOOL,SMALL,249.0,34.5,14.0,82.9,27.0,5.0,12.5,14.0,13.9,,13.0,17.9,85.90499999999999
170540210260001,School,Hartsburg Emden CUSD 21,HIGH SCHOOL,Hartsburg,Logan,UNIT,SMALL,123.0,39.8,13.0,83.8,,5.0,50.0,12.0,35.7,,,49.2,48.95399999999999
170540230260001,School,Mt Pulaski CUSD 23,HIGH SCHOOL,Mount Pulaski,Logan,UNIT,MEDIUM,158.0,37.3,12.0,92.5,10.0,5.0,58.8,12.0,26.3,,,33.3,58.934
170544040160001,School,Lincoln CHSD 404,HIGH SCHOOL,Lincoln,Logan,HIGH SCHOOL,MEDIUM,820.0,44.5,17.0,92.5,,5.0,47.2,17.0,20.4,,,36.5,364.9
170640020260003,School,LeRoy CUSD 2,HIGH SCHOOL,Le Roy,McLean,UNIT,MEDIUM,243.0,23.9,16.0,91.5,,5.0,57.7,16.0,10.8,,,41.5,58.077
170640030260002,School,Tri Valley CUSD 3,HIGH SCHOOL,Downs,McLean,UNIT,MEDIUM,346.0,9.8,19.0,85.3,50.0,5.0,36.4,19.0,0.3,11.0,60.0,2.8,33.908
170640040260001,School,Heyworth CUSD 4,HIGH SCHOOL,Heyworth,McLean,UNIT,MEDIUM,380.0,25.0,25.0,88.7,39.0,4.0,68.8,27.0,6.1,,,15.3,95.0
170640050260001,School,McLean County USD 5,HIGH SCHOOL,Normal,McLean,UNIT,LARGE,2091.0,25.3,25.0,95.4,259.0,5.0,51.5,25.0,19.9,,440.0,41.0,529.023
170640050260002,School,McLean County USD 5,HIGH SCHOOL,Normal,McLean,UNIT,LARGE,1673.0,33.1,29.0,93.5,167.0,5.0,49.3,29.0,24.0,,235.0,38.2,553.763
170640050260003,School,McLean County USD 5,HIGH SCHOOL,Normal,McLean,UNIT,LARGE,51.0,58.8,17.0,66.7,,0.0,,17.0,45.5,,,56.0,29.988
170640070260002,School,Lexington CUSD 7,HIGH SCHOOL,Lexington,McLean,UNIT,SMALL,136.0,23.5,16.0,82.9,17.0,4.0,33.3,16.0,15.8,,,21.9,31.959999999999997
170640160260009,School,Olympia CUSD 16,HIGH SCHOOL,Stanford,McLean,UNIT,LARGE,541.0,32.5,18.0,86.1,52.0,5.0,42.3,18.0,23.3,,17.0,36.3,175.82500000000002
170640190260001,School,Ridgeview CUSD 19,HIGH SCHOOL,Colfax,McLean,UNIT,MEDIUM,167.0,38.3,13.0,82.9,10.0,5.0,77.8,13.0,4.2,,,9.2,63.96099999999999
170640870250001,School,Bloomington SD 87,HIGH SCHOOL,Bloomington,McLean,UNIT,LARGE,1390.0,51.1,20.0,90.1,169.0,5.0,59.6,20.0,25.0,59.0,195.0,32.6,710.29
190220860170001,School,Hinsdale Twp HSD 86,HIGH SCHOOL,Hinsdale,Dupage,HIGH SCHOOL,LARGE,2786.0,6.1,20.0,91.8,513.0,5.0,28.4,20.0,12.8,260.0,1905.0,23.4,169.946
190220860170002,School,Hinsdale Twp HSD 86,HIGH SCHOOL,Darien,Dupage,HIGH SCHOOL,LARGE,1483.0,28.1,18.0,90.1,245.0,5.0,30.0,18.0,16.4,159.0,945.0,27.5,416.723
190220870170001,School,Glenbard Twp HSD 87,HIGH SCHOOL,Lombard,Dupage,HIGH SCHOOL,LARGE,2263.0,41.8,20.0,96.3,318.0,5.0,41.8,20.0,19.9,170.0,551.0,27.9,945.934
190220870170002,School,Glenbard Twp HSD 87,HIGH SCHOOL,Carol Stream,Dupage,HIGH SCHOOL,LARGE,2203.0,33.9,20.0,96.2,273.0,5.0,27.0,20.0,15.2,202.0,510.0,22.7,746.8169999999999
190220870170003,School,Glenbard Twp HSD 87,HIGH SCHOOL,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,2373.0,24.4,21.0,96.8,435.0,5.0,34.9,21.0,12.4,421.0,1607.0,21.7,579.012
190220870170004,School,Glenbard Twp HSD 87,HIGH SCHOOL,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,1158.0,23.9,19.0,94.9,170.0,5.0,30.7,19.0,10.3,110.0,375.0,18.1,276.762
190220880160001,School,DuPage HSD 88,HIGH SCHOOL,Addison,Dupage,HIGH SCHOOL,LARGE,1958.0,55.3,19.0,96.1,341.0,5.0,41.4,19.0,21.5,156.0,325.0,24.1,1082.774
190220880160002,School,DuPage HSD 88,HIGH SCHOOL,Villa Park,Dupage,HIGH SCHOOL,LARGE,1914.0,43.7,20.0,93.9,294.0,5.0,39.2,20.0,21.6,166.0,536.0,28.6,836.4180000000001
190220940160001,School,CHSD 94,HIGH SCHOOL,West Chicago,Dupage,HIGH SCHOOL,MEDIUM,2051.0,30.1,22.0,92.2,271.0,5.0,33.1,22.0,15.6,152.0,332.0,2.2,617.351
190220990160001,School,CHSD 99,HIGH SCHOOL,Downers Grove,Dupage,HIGH SCHOOL,LARGE,2186.0,15.1,17.0,96.5,346.0,5.0,19.0,17.0,12.3,102.0,821.0,30.6,330.086
190220990160002,School,CHSD 99,HIGH SCHOOL,Downers Grove,Dupage,HIGH SCHOOL,LARGE,2696.0,27.9,17.0,95.0,301.0,5.0,29.8,17.0,13.5,55.0,631.0,22.6,752.184
190221000160001,School,Fenton CHSD 100,HIGH SCHOOL,Bensenville,Dupage,HIGH SCHOOL,MEDIUM,1473.0,51.2,19.0,93.1,207.0,5.0,43.0,19.0,11.1,91.0,253.0,13.0,754.176
190221080160001,School,Lake Park CHSD 108,HIGH SCHOOL,Roselle,Dupage,HIGH SCHOOL,MEDIUM,2586.0,17.4,21.0,95.2,433.0,5.0,28.0,21.0,12.3,349.0,1300.0,26.4,449.96399999999994
190222000260020,School,CUSD 200,HIGH SCHOOL,Wheaton,Dupage,UNIT,LARGE,1982.0,22.6,24.0,93.2,289.0,5.0,27.0,24.0,18.1,118.0,846.0,38.3,447.932
190222000260021,School,CUSD 200,HIGH SCHOOL,Wheaton,Dupage,UNIT,LARGE,2096.0,24.0,26.0,92.1,295.0,5.0,30.1,26.0,21.4,154.0,987.0,34.2,503.03999999999996
190222010260001,School,CUSD 201,HIGH SCHOOL,Westmont,Dupage,UNIT,MEDIUM,437.0,30.9,20.0,92.1,100.0,5.0,32.4,20.0,17.1,77.0,315.0,28.8,135.033
190222020260001,School,Lisle CUSD 202,HIGH SCHOOL,Lisle,Dupage,UNIT,MEDIUM,480.0,27.5,17.0,95.7,65.0,5.0,31.8,17.0,14.1,,93.0,19.0,132.0
190222030260001,School,Naperville CUSD 203,HIGH SCHOOL,Naperville,Dupage,UNIT,LARGE,2815.0,13.5,22.0,92.4,481.0,5.0,26.3,22.0,13.1,397.0,1256.0,35.5,380.02500000000003
190222030260013,School,Naperville CUSD 203,HIGH SCHOOL,Naperville,Dupage,UNIT,LARGE,2676.0,16.1,22.0,91.3,416.0,5.0,28.2,22.0,15.8,276.0,912.0,36.1,430.836
190222040260001,School,Indian Prairie CUSD 204,HIGH SCHOOL,Aurora,Dupage,UNIT,LARGE,2642.0,21.9,26.0,95.4,434.0,5.0,32.2,26.0,16.7,156.0,1045.0,25.6,578.598
190222040260002,School,Indian Prairie CUSD 204,HIGH SCHOOL,Naperville,Dupage,UNIT,LARGE,3662.0,7.9,29.0,93.9,788.0,5.0,20.6,29.0,9.0,384.0,2325.0,29.6,289.298
190222040260005,School,Indian Prairie CUSD 204,HIGH SCHOOL,Aurora,Dupage,UNIT,LARGE,2887.0,20.0,27.0,92.4,506.0,5.0,30.6,27.0,9.1,433.0,1420.0,20.4,577.4
190222050260003,School,Elmhurst SD 205,HIGH SCHOOL,Elmhurst,Dupage,UNIT,LARGE,2806.0,15.4,23.0,88.9,499.0,5.0,31.9,23.0,15.1,358.0,1431.0,8.5,432.12399999999997
200240010260005,School,Edwards County CUSD 1,HIGH SCHOOL,Albion,Edwards,UNIT,MEDIUM,289.0,31.1,21.0,94.5,64.0,3.0,8.8,21.0,11.8,,,25.0,89.879
200300070260001,School,Gallatin CUSD 7,HIGH SCHOOL,Junction,Gallatin,UNIT,MEDIUM,205.0,52.2,17.0,90.5,,5.0,6.3,17.0,17.2,,,18.8,107.01
200330100260002,School,Hamilton Co CUSD 10,HIGH SCHOOL,Mc Leansboro,Hamilton,UNIT,MEDIUM,564.0,46.6,26.0,91.8,70.0,5.0,12.5,27.0,7.9,,,14.8,262.824
200350010260003,School,Hardin County CUSD 1,HIGH SCHOOL,Elizabethtown,Hardin,UNIT,MEDIUM,172.0,48.8,14.0,88.0,33.0,5.0,11.1,14.0,30.8,,,35.8,83.93599999999999
200760010260001,School,Pope Co CUD 1,HIGH SCHOOL,Golconda,Pope,UNIT,MEDIUM,139.0,46.8,11.0,92.9,,5.0,11.8,11.0,14.1,,,20.8,65.05199999999999
200830010260001,School,Galatia CUSD 1,HIGH SCHOOL,Galatia,Saline,UNIT,SMALL,113.0,48.7,12.0,89.2,28.0,5.0,21.7,12.0,11.3,,,16.7,55.031000000000006
200830020260001,School,Carrier Mills-Stonefort CUSD 2,HIGH SCHOOL,Carrier Mills,Saline,UNIT,SMALL,119.0,56.3,12.0,93.9,,5.0,26.3,12.0,26.1,,,32.3,66.997
200830030260001,School,Harrisburg CUSD 3,HIGH SCHOOL,Harrisburg,Saline,UNIT,LARGE,545.0,55.0,16.0,93.1,81.0,4.0,24.6,16.0,2.4,,,4.5,299.75
200830040260001,School,Eldorado CUSD 4,HIGH SCHOOL,Eldorado,Saline,UNIT,MEDIUM,351.0,63.0,16.0,89.6,46.0,5.0,23.4,16.0,17.0,,,21.2,221.13
200933480260001,School,Wabash CUSD 348,HIGH SCHOOL,Mount Carmel,Wabash,UNIT,MEDIUM,473.0,40.0,21.0,86.6,86.0,5.0,4.5,21.0,10.8,,,13.3,189.20000000000002
200961000260001,School,Wayne City CUSD 100,HIGH SCHOOL,Wayne City,Wayne,UNIT,MEDIUM,154.0,29.9,8.0,83.3,25.0,5.0,,8.0,4.5,,,8.9,46.046
200962000260001,School,North Wayne CUSD 200,HIGH SCHOOL,Cisne,Wayne,UNIT,SMALL,123.0,39.8,12.0,92.1,14.0,5.0,12.5,12.0,8.2,,,15.6,48.95399999999999
200962250160001,School,Fairfield Comm H S Dist 225,HIGH SCHOOL,Fairfield,Wayne,HIGH SCHOOL,SMALL,426.0,33.3,18.0,91.8,22.0,5.0,21.0,18.0,11.5,,,24.7,141.85799999999998
200970010260003,School,Grayville CUSD 1,HIGH SCHOOL,Grayville,White,UNIT,SMALL,145.0,57.9,14.0,78.4,11.0,5.0,0.0,12.0,10.5,,,18.7,83.955
200970030260001,School,Norris City-Omaha-Enfield CUSD 3,HIGH SCHOOL,Norris City,White,UNIT,MEDIUM,208.0,45.2,14.0,85.4,,5.0,54.5,14.0,14.3,,,23.0,94.016
200970050260001,School,Carmi-White County CUSD 5,HIGH SCHOOL,Carmi,White,UNIT,MEDIUM,340.0,47.9,17.0,93.0,,5.0,50.0,17.0,19.1,,,26.2,162.85999999999999
210280990260001,School,Christopher USD 99,HIGH SCHOOL,Christopher,Franklin,UNIT,MEDIUM,221.0,5.4,12.0,93.5,27.0,4.0,32.0,12.0,13.2,,,20.0,11.934000000000001
210281030130001,School,Benton Cons HSD 103,HIGH SCHOOL,Benton,Franklin,HIGH SCHOOL,SMALL,547.0,53.9,18.0,90.2,86.0,3.0,15.0,18.0,13.9,,,21.8,294.833
210281680260001,School,Frankfort CUSD 168,HIGH SCHOOL,West Frankfort,Franklin,UNIT,LARGE,491.0,45.6,14.0,90.9,40.0,5.0,20.0,14.0,17.8,,,30.9,223.89600000000002
210281740260001,School,Thompsonville CUSD 174,HIGH SCHOOL,Thompsonville,Franklin,UNIT,SMALL,101.0,44.6,10.0,95.7,18.0,5.0,28.6,10.0,17.7,,,26.2,45.046
210281880260001,School,Zeigler-Royalton CUSD 188,HIGH SCHOOL,Zeigler,Franklin,UNIT,MEDIUM,178.0,50.6,14.0,90.0,31.0,5.0,40.0,14.0,18.0,,,34.8,90.068
210281960260001,School,Sesser-Valier CUSD 196,HIGH SCHOOL,Sesser,Franklin,UNIT,MEDIUM,190.0,46.3,13.0,88.2,49.0,5.0,15.0,13.0,12.0,,14.0,17.3,87.97
210440010260001,School,Goreville CUD 1,HIGH SCHOOL,Goreville,Johnson,UNIT,MEDIUM,190.0,32.6,15.0,97.7,,5.0,5.6,15.0,11.5,,,16.9,61.940000000000005
210441330170001,School,Vienna HSD 133,HIGH SCHOOL,Vienna,Johnson,HIGH SCHOOL,SMALL,380.0,45.8,21.0,93.4,79.0,5.0,8.3,21.0,11.4,,,16.9,174.04
210610010260001,School,Massac UD 1,HIGH SCHOOL,Metropolis,Massac,UNIT,LARGE,584.0,50.5,20.0,88.1,29.0,5.0,33.3,20.0,27.4,22.0,20.0,38.6,294.92
210610380260001,School,Joppa-Maple Grove UD 38,HIGH SCHOOL,Joppa,Massac,UNIT,SMALL,110.0,54.5,11.0,85.7,,5.0,22.2,8.0,28.2,,,40.0,59.95
211000010260001,School,Johnston City CUSD 1,HIGH SCHOOL,Johnston City,Williamson,UNIT,MEDIUM,345.0,56.5,20.0,98.1,41.0,5.0,22.2,20.0,19.9,,,28.8,194.92499999999998
211000020260001,School,Marion CUSD 2,HIGH SCHOOL,Marion,Williamson,UNIT,LARGE,1082.0,42.8,16.0,84.9,168.0,5.0,28.2,16.0,25.4,,40.0,38.4,463.096
211000030260001,School,Crab Orchard CUSD 3,HIGH SCHOOL,Marion,Williamson,UNIT,MEDIUM,146.0,43.8,13.0,87.5,,5.0,8.7,13.0,15.8,,,15.8,63.94799999999999
211000040260001,School,Herrin CUSD 4,HIGH SCHOOL,Herrin,Williamson,UNIT,LARGE,733.0,36.6,18.0,93.5,94.0,4.0,30.1,18.0,21.7,,27.0,35.9,268.278
211000050260001,School,Carterville CUSD 5,HIGH SCHOOL,Carterville,Williamson,UNIT,LARGE,609.0,30.0,16.0,92.3,56.0,5.0,22.6,16.0,11.7,,89.0,24.0,182.7
240320010260001,School,Coal City CUSD 1,HIGH SCHOOL,Coal City,Grundy,UNIT,LARGE,664.0,22.3,20.0,89.3,66.0,2.0,45.8,20.0,20.6,34.0,44.0,35.5,148.072
240320730170001,School,Gardner S Wilmington Twp HSD 73,HIGH SCHOOL,Gardner,Grundy,HIGH SCHOOL,SMALL,184.0,26.6,13.0,86.5,,5.0,18.2,13.0,13.3,,,23.2,48.944
240321010160001,School,Morris CHSD 101,HIGH SCHOOL,Morris,Grundy,HIGH SCHOOL,MEDIUM,851.0,17.0,19.0,93.5,120.0,5.0,41.1,19.0,4.0,,80.0,5.4,144.67000000000002
240321110160001,School,Minooka CHSD 111,HIGH SCHOOL,Minooka,Grundy,HIGH SCHOOL,MEDIUM,2726.0,16.3,23.0,90.7,285.0,5.0,47.7,23.0,4.3,109.0,349.0,10.0,444.338
240470180160001,School,Newark CHSD 18,HIGH SCHOOL,Newark,Kendall,HIGH SCHOOL,SMALL,165.0,20.6,11.0,86.7,11.0,5.0,26.7,11.0,11.0,,13.0,13.8,33.99
240470880260001,School,Plano CUSD 88,HIGH SCHOOL,Plano,Kendall,UNIT,LARGE,700.0,54.3,21.0,81.2,78.0,3.0,69.4,21.0,21.8,94.0,98.0,28.6,380.09999999999997
240471150260001,School,Yorkville CUSD 115,HIGH SCHOOL,Yorkville,Kendall,UNIT,LARGE,1783.0,17.9,19.0,87.2,173.0,5.0,46.9,19.0,15.2,86.0,241.0,27.5,319.157
240473080260001,School,CUSD 308,HIGH SCHOOL,Oswego,Kendall,UNIT,LARGE,2773.0,23.1,26.0,92.1,478.0,5.0,45.3,26.0,21.3,195.0,628.0,35.1,640.563
240473080260002,School,CUSD 308,HIGH SCHOOL,Oswego,Kendall,UNIT,LARGE,2616.0,21.8,23.0,93.3,383.0,5.0,43.6,23.0,14.9,410.0,525.0,25.4,570.288
260290010260001,School,Astoria CUSD 1,HIGH SCHOOL,Astoria,Fulton,UNIT,SMALL,116.0,53.4,11.0,63.6,,5.0,28.6,11.0,0.1,,,0.1,61.944
260290020260001,School,V I T CUSD 2,HIGH SCHOOL,Table Grove,Fulton,UNIT,SMALL,104.0,41.3,11.0,76.2,,5.0,50.0,11.0,29.3,,,29.3,42.952
260290030260001,School,CUSD 3 Fulton County,HIGH SCHOOL,Cuba,Fulton,UNIT,SMALL,140.0,55.0,15.0,77.4,,5.0,57.1,15.0,27.7,,,41.3,77.0
260290040260001,School,Spoon River Valley CUSD 4,HIGH SCHOOL,London Mills,Fulton,UNIT,SMALL,102.0,39.2,11.0,93.5,24.0,5.0,7.7,11.0,13.5,,,12.5,39.984
260290660250001,School,Canton Union SD 66,HIGH SCHOOL,Canton,Fulton,UNIT,LARGE,700.0,39.9,15.0,93.2,78.0,5.0,40.8,15.0,15.3,,,29.1,279.29999999999995
260290970260001,School,Lewistown CUSD 97,HIGH SCHOOL,Lewistown,Fulton,UNIT,MEDIUM,287.0,43.9,17.0,83.3,24.0,5.0,54.2,21.0,38.0,,,73.9,125.993
260343070160001,School,Illini West H S Dist 307,HIGH SCHOOL,Carthage,Hancock,HIGH SCHOOL,SMALL,332.0,38.6,13.0,88.6,32.0,5.0,50.0,13.0,26.6,,,38.9,128.15200000000002
260343160260001,School,Warsaw CUSD 316,HIGH SCHOOL,Warsaw,Hancock,UNIT,SMALL,199.0,28.1,16.0,82.9,,3.0,,16.0,4.1,,,9.6,55.919000000000004
260343280240001,School,Hamilton CCSD 328,HIGH SCHOOL,Hamilton,Hancock,UNIT,MEDIUM,251.0,39.4,18.0,86.7,32.0,5.0,,17.0,19.2,,,26.6,98.89399999999999
260343370260001,School,Southeastern CUSD 337,HIGH SCHOOL,Augusta,Hancock,UNIT,SMALL,217.0,61.8,17.0,77.3,,4.0,15.4,16.0,24.9,,,36.2,134.106
260621030260001,School,West Prairie CUSD 103,HIGH SCHOOL,Sciota,McDonough,UNIT,MEDIUM,164.0,46.3,13.0,80.0,29.0,5.0,57.9,13.0,17.2,,,21.0,75.93199999999999
260621700260001,School,Bushnell Prairie City CUSD 170,HIGH SCHOOL,Bushnell,McDonough,UNIT,MEDIUM,222.0,45.9,10.0,75.5,19.0,5.0,30.8,10.0,6.0,,,11.0,101.898
260621850260001,School,Macomb CUSD 185,HIGH SCHOOL,Macomb,McDonough,UNIT,LARGE,592.0,32.6,17.0,87.1,59.0,5.0,23.5,17.0,14.5,,29.0,32.3,192.99200000000002
260850050260001,School,Schuyler-Industry CUSD 5,HIGH SCHOOL,Rushville,Schuyler,UNIT,MEDIUM,344.0,41.9,15.0,79.1,20.0,4.0,33.3,15.0,4.7,,,9.6,144.136
280061030220001,School,DePue USD 103,HIGH SCHOOL,DePue,Bureau,UNIT,SMALL,122.0,82.0,10.0,81.0,,5.0,75.0,10.0,11.4,,,10.5,100.03999999999999
280063030260001,School,La Moille CUSD 303,HIGH SCHOOL,La Moille,Bureau,UNIT,SMALL,84.0,46.4,10.0,75.9,,5.0,25.0,10.0,24.4,,,41.7,38.976
280063400260001,School,Bureau Valley CUSD 340,HIGH SCHOOL,Manlius,Bureau,UNIT,MEDIUM,351.0,44.2,20.0,78.9,32.0,5.0,37.0,20.0,11.3,,,23.6,155.142
280065000150001,School,Princeton HSD 500,HIGH SCHOOL,Princeton,Bureau,HIGH SCHOOL,SMALL,529.0,36.7,17.0,87.5,11.0,5.0,38.1,17.0,19.3,,,32.4,194.14300000000003
280065020170001,School,Hall HSD 502,HIGH SCHOOL,Spring Valley,Bureau,HIGH SCHOOL,SMALL,437.0,46.2,15.0,88.9,36.0,5.0,50.0,15.0,21.2,,,32.6,201.894
280065050160001,School,Ohio CHSD 505,HIGH SCHOOL,Ohio,Bureau,HIGH SCHOOL,SMALL,35.0,51.4,7.0,81.8,,5.0,0.0,7.0,21.2,,,43.8,17.990000000000002
280372230260001,School,Orion CUSD 223,HIGH SCHOOL,Orion,Henry,UNIT,MEDIUM,341.0,14.1,18.0,79.6,45.0,5.0,31.0,18.0,11.1,,,28.6,48.080999999999996
280372240260001,School,Galva CUSD 224,HIGH SCHOOL,Galva,Henry,UNIT,MEDIUM,230.0,46.1,14.0,80.4,24.0,5.0,42.9,15.0,18.5,,,32.4,106.03
280372250260001,School,AlWood CUSD 225,HIGH SCHOOL,Woodhull,Henry,UNIT,SMALL,199.0,40.2,13.0,82.2,17.0,4.0,40.0,12.0,37.8,,,59.7,79.998
280372260260001,School,Annawan CUSD 226,HIGH SCHOOL,Annawan,Henry,UNIT,SMALL,108.0,38.9,10.0,90.9,16.0,5.0,40.0,10.0,8.7,,,13.9,42.012
280372270260002,School,Cambridge CUSD 227,HIGH SCHOOL,Cambridge,Henry,UNIT,SMALL,207.0,42.0,15.0,96.1,20.0,5.0,37.5,11.0,14.4,,,20.2,86.94
280372280260001,School,Geneseo CUSD 228,HIGH SCHOOL,Geneseo,Henry,UNIT,LARGE,843.0,18.4,21.0,87.8,128.0,5.0,40.8,21.0,3.5,39.0,205.0,9.0,155.112
280372290260001,School,Kewanee CUSD 229,HIGH SCHOOL,Kewanee,Henry,UNIT,LARGE,561.0,65.2,19.0,84.2,80.0,5.0,46.9,19.0,35.3,,,47.6,365.772
280372300260002,School,Wethersfield CUSD 230,HIGH SCHOOL,Kewanee,Henry,UNIT,MEDIUM,274.0,39.1,16.0,90.9,42.0,5.0,68.2,15.0,14.9,,,24.8,107.134
280881000260001,School,Stark County CUSD 100,HIGH SCHOOL,Toulon,Stark,UNIT,MEDIUM,247.0,35.6,12.0,75.9,,5.0,41.7,12.0,9.4,,,24.7,87.93200000000002
300020010220001,School,Cairo USD 1,HIGH SCHOOL,Cairo,Alexander,UNIT,SMALL,170.0,100.0,20.0,70.2,,5.0,61.5,18.0,33.7,,,33.7,170.0
300020050260001,School,Egyptian CUSD 5,HIGH SCHOOL,Tamms,Alexander,UNIT,SMALL,103.0,100.0,15.0,88.9,13.0,5.0,50.0,15.0,17.3,,,17.3,103.0
300391650160001,School,Carbondale CHSD 165,HIGH SCHOOL,Carbondale,Jackson,HIGH SCHOOL,MEDIUM,990.0,57.9,18.0,90.9,150.0,5.0,32.4,18.0,19.2,26.0,121.0,23.1,573.2099999999999
300391760260001,School,Trico CUSD 176,HIGH SCHOOL,Campbell Hill,Jackson,UNIT,MEDIUM,313.0,47.3,19.0,90.9,18.0,5.0,41.4,19.0,21.4,,,41.2,148.049
300391860260001,School,Murphysboro CUSD 186,HIGH SCHOOL,Murphysboro,Jackson,UNIT,LARGE,599.0,99.3,25.0,90.3,36.0,5.0,44.9,25.0,38.0,,22.0,31.7,594.807
300391960260001,School,Elverado CUSD 196,HIGH SCHOOL,Elkville,Jackson,UNIT,SMALL,118.0,48.3,10.0,78.8,,5.0,40.0,10.0,12.4,,,23.1,56.994
300731010160001,School,Pinckneyville CHSD 101,HIGH SCHOOL,Pinckneyville,Perry,HIGH SCHOOL,SMALL,447.0,37.8,18.0,90.7,102.0,5.0,15.9,18.0,24.8,,,27.2,168.96599999999998
300733000260001,School,Du Quoin CUSD 300,HIGH SCHOOL,Du Quoin,Perry,UNIT,MEDIUM,538.0,51.9,17.0,91.0,35.0,4.0,28.9,17.0,24.9,,,34.9,279.22200000000004
300771000260001,School,Century CUSD 100,HIGH SCHOOL,Ullin,Pulaski,UNIT,SMALL,226.0,59.7,21.0,69.2,16.0,5.0,21.4,18.0,11.4,,,10.8,134.922
